95555, 4101.17, 331.60, 35.18
96555, 4101.19, 331.90, 35.56
97555, 4101.18, 331.80, 35.94
98555, 4101.16, 331.80, 36.32
99555, 4101.19, 331.70, 36.70
100555, 4101.16, 331.70, 37.07
101555, 4101.19, 331.80, 37.45
102555, 4101.18, 331.80, 37.83
103555, 4101.17, 331.70, 38.21
104555, 4101.16, 331.60, 38.59
105555, 4101.17, 331.70, 38.96
106555, 4101.17, 331.50, 39.34
107555, 4101.16, 332.10, 39.72
108555, 4101.18, 331.80, 40.10
109555, 4097.18, 331.80, 40.48
110555, 4101.17, 331.80, 40.85
111555, 4101.15, 331.60, 41.23
112555, 4101.18, 331.60, 41.61
113555, 4101.15, 331.70, 41.99
114555, 4101.16, 331.80, 42.37
115555, 4101.18, 331.70, 42.74
116555, 4101.17, 331.60, 43.12
117555, 4105.16, 331.90, 43.50
118555, 4105.16, 331.70, 43.88
119555, 4101.14, 331.80, 44.26
120555, 4101.17, 331.60, 44.63
121555, 4101.15, 331.90, 45.01
122555, 4101.18, 331.50, 45.39
123555, 4101.19, 331.50, 45.77
124555, 4101.15, 331.70, 46.14
125555, 4097.18, 331.80, 46.52
126555, 4101.20, 331.60, 46.90
127555, 4101.17, 331.70, 47.28
128555, 4101.17, 331.50, 47.66
129555, 4101.16, 331.50, 48.03
130555, 4101.17, 331.70, 48.41
131555, 4101.19, 331.70, 48.79
132555, 4101.19, 331.70, 49.17
133555, 4101.18, 331.70, 49.54
134555, 4101.18, 331.70, 49.92
135555, 4101.18, 331.60, 50.30
136555, 4101.18, 331.80, 50.68
137555, 4101.18, 331.90, 51.06
138555, 4101.19, 331.60, 51.43
139555, 4097.15, 331.70, 51.81
140555, 4097.17, 331.60, 52.19
141555, 4101.16, 331.70, 52.57
142555, 4097.17, 331.90, 52.94
143555, 4101.18, 331.80, 53.32
144555, 4101.18, 331.60, 53.70
145555, 4101.18, 331.80, 54.08
146555, 4101.17, 331.50, 54.46
147555, 4101.16, 331.70, 54.83
148555, 4101.16, 331.70, 55.21
149555, 4101.16, 331.70, 55.59
150555, 4101.17, 331.70, 55.97
151555, 4101.16, 331.60, 56.34
152555, 4101.17, 331.80, 56.72
153555, 4101.18, 331.80, 57.10
154555, 4101.17, 331.60, 57.48
155555, 4101.18, 331.80, 57.86
156555, 4101.16, 331.70, 58.23
157555, 4101.17, 331.60, 58.61
158555, 4101.17, 331.60, 58.99
159555, 4101.18, 331.70, 59.37
160555, 4101.16, 331.60, 59.75
161555, 4097.18, 331.70, 60.12
162555, 4097.16, 331.70, 60.50
163555, 4097.18, 331.70, 60.88
164555, 4097.16, 331.60, 61.26
165555, 4101.16, 331.60, 61.63
166555, 4101.15, 331.60, 62.01
167555, 4101.16, 331.60, 62.39
168555, 4101.16, 331.80, 62.77
169555, 4101.17, 331.50, 63.15
170555, 4101.15, 332.00, 63.52
171555, 4101.14, 331.60, 63.90
172555, 4101.14, 331.40, 64.28
173555, 4101.17, 331.70, 64.66
174555, 4101.16, 331.70, 65.03
175555, 4101.16, 331.60, 65.41
176555, 4101.18, 331.80, 65.79
177555, 4101.16, 331.70, 66.17
178555, 4101.18, 331.60, 66.55
179555, 4101.17, 331.60, 66.92
180555, 4101.16, 331.60, 67.30
181555, 4101.18, 331.60, 67.68
182555, 4101.16, 331.60, 68.06
183555, 4101.16, 332.00, 68.43
184555, 4101.17, 331.60, 68.81
185555, 4101.17, 331.50, 69.19
186555, 4101.17, 331.70, 69.57
187555, 4101.15, 331.50, 69.95
188555, 4097.16, 331.70, 70.32
189555, 4101.18, 331.80, 70.70
190555, 4097.16, 331.70, 71.08
191555, 4101.17, 331.60, 71.46
192555, 4097.15, 331.60, 71.83
193555, 4101.16, 331.90, 72.21
194555, 4101.15, 331.60, 72.59
195555, 4101.15, 331.50, 72.97
196555, 4101.16, 331.80, 73.35
197555, 4101.16, 331.60, 73.72
198555, 4101.17, 331.70, 74.10
199555, 4097.15, 331.60, 74.48
200555, 4101.16, 331.60, 74.86
201555, 4101.17, 331.60, 75.23
202555, 4101.17, 331.60, 75.61
203555, 4101.16, 331.60, 75.99
204555, 4097.18, 331.60, 76.37
205555, 4097.16, 331.70, 76.74
206555, 4101.17, 331.80, 77.12
207555, 4101.16, 331.60, 77.50
208555, 4101.15, 331.80, 77.88
209555, 4101.16, 331.70, 78.26
210555, 4101.16, 331.60, 78.63
211555, 4097.15, 331.50, 79.01
212555, 4097.16, 331.60, 79.39
213555, 4097.19, 331.50, 79.77
214555, 4101.17, 331.60, 80.14
215555, 4097.16, 331.60, 80.52
216555, 4101.15, 331.40, 80.90
217555, 4101.18, 331.80, 81.28
218555, 4101.18, 331.60, 81.65
219555, 4101.17, 331.50, 82.03
220555, 4097.20, 331.50, 82.41
221555, 4101.16, 331.60, 82.79
222555, 4101.15, 331.60, 83.17
223555, 4097.17, 331.70, 83.54
224555, 4101.17, 331.90, 83.92
225555, 4097.16, 331.60, 84.30
226555, 4101.16, 331.60, 84.68
227555, 4101.18, 331.70, 85.05
228555, 4097.17, 331.70, 85.43
229555, 4101.16, 331.40, 85.81
230555, 4101.16, 331.50, 86.19
231555, 4097.17, 331.70, 86.56
232555, 4097.17, 331.70, 86.94
233555, 4101.19, 331.80, 87.32
234555, 4097.18, 331.60, 87.70
235555, 4097.17, 331.70, 88.08
236555, 4101.15, 331.70, 88.45
237555, 4101.16, 331.70, 88.83
238555, 4097.17, 331.70, 89.21
239555, 4097.16, 331.70, 89.59
240555, 4097.16, 331.60, 89.96
241555, 4101.15, 331.50, 90.34
242555, 4101.16, 331.60, 90.72
243555, 4097.16, 331.60, 91.10
244555, 4097.18, 331.50, 91.47
245555, 4097.16, 331.70, 91.85
246555, 4097.17, 331.40, 92.23
247555, 4101.17, 331.60, 92.61
248555, 4101.18, 331.70, 92.98
249555, 4101.15, 331.60, 93.36
250555, 4101.16, 331.60, 93.74
251555, 4097.15, 331.80, 94.12
252555, 4097.16, 331.70, 94.49
253555, 4101.15, 331.40, 94.87
254555, 4101.16, 331.50, 95.25
255555, 4101.15, 331.70, 95.63
256555, 4101.14, 331.40, 96.00
257555, 4097.14, 331.70, 96.38
258555, 4097.16, 331.80, 96.76
259555, 4093.17, 331.50, 97.14
260555, 4097.17, 331.50, 97.51
261555, 4097.13, 331.40, 97.89
262555, 4097.15, 331.70, 98.27
263555, 4097.17, 331.60, 98.65
264555, 4101.16, 331.50, 99.02
265555, 4097.15, 331.80, 99.40
266555, 4097.17, 331.60, 99.78
267555, 4097.14, 331.50, 100.16
268555, 4097.15, 331.40, 100.53
269555, 4097.16, 331.60, 100.91
270555, 4097.17, 331.60, 101.29
271555, 4097.17, 331.50, 101.67
272555, 4097.15, 331.50, 102.04
273555, 4097.14, 331.50, 102.42
274555, 4097.16, 331.60, 102.80
275555, 4097.15, 331.50, 103.18
276555, 4097.15, 331.50, 103.55
277555, 4097.15, 331.60, 103.93
278555, 4097.14, 331.20, 104.31
279555, 4101.15, 331.50, 104.68
280555, 4097.15, 331.50, 105.06
281555, 4097.17, 331.70, 105.44
282555, 4097.14, 331.60, 105.82
283555, 4097.15, 331.60, 106.19
284555, 4097.14, 331.50, 106.57
285555, 4101.16, 331.50, 106.95
286555, 4101.16, 331.60, 107.33
287555, 4093.16, 331.40, 107.70
288555, 4097.15, 331.50, 108.08
289555, 4093.16, 331.70, 108.46
290555, 4097.16, 331.40, 108.84
291555, 4093.17, 331.60, 109.21
292555, 4097.17, 331.70, 109.59
293555, 4097.15, 331.60, 109.97
294555, 4097.16, 331.60, 110.35
295555, 4097.17, 331.40, 110.72
296555, 4101.17, 331.80, 111.10
297555, 4097.13, 331.40, 111.48
298555, 4097.17, 331.70, 111.85
299555, 4097.16, 331.60, 112.23
300555, 4097.16, 331.50, 112.61
301555, 4093.16, 331.60, 112.99
302555, 4097.15, 331.60, 113.36
303555, 4093.13, 331.40, 113.74
304555, 4097.17, 331.40, 114.12
305555, 4097.16, 331.60, 114.50
306555, 4097.17, 331.70, 114.87
307555, 4097.16, 331.70, 115.25
308555, 4097.16, 331.70, 115.63
309555, 4097.16, 331.70, 116.00
310555, 4097.14, 331.40, 116.38
311555, 4097.16, 331.60, 116.76
312555, 4097.16, 331.60, 117.14
313555, 4097.15, 331.60, 117.51
314555, 4097.15, 331.60, 117.89
315555, 4097.17, 331.50, 118.27
316555, 4097.15, 331.60, 118.65
317555, 4097.17, 331.30, 119.02
318555, 4097.16, 331.50, 119.40
319555, 4097.15, 331.50, 119.78
320555, 4097.16, 331.30, 120.15
321555, 4097.15, 331.30, 120.53
322555, 4097.16, 331.50, 120.91
323555, 4093.16, 331.70, 121.29
324555, 4093.15, 331.70, 121.66
325555, 4097.14, 331.60, 122.04
326555, 4093.16, 331.70, 122.42
327555, 4093.14, 331.40, 122.80
328555, 4093.14, 331.30, 123.17
329555, 4097.15, 331.20, 123.55
330555, 4097.14, 331.60, 123.93
331555, 4097.16, 331.60, 124.30
332555, 4097.16, 331.50, 124.68
333555, 4097.16, 331.50, 125.06
334555, 4097.15, 331.30, 125.44
335555, 4093.14, 331.40, 125.81
336555, 4097.16, 331.30, 126.19
337555, 4097.15, 331.20, 126.57
338555, 4097.15, 331.40, 126.94
339555, 4093.14, 331.40, 127.32
340555, 4097.16, 331.70, 127.70
341555, 4093.14, 331.50, 128.08
342555, 4097.14, 331.40, 128.45
343555, 4093.17, 331.50, 128.83
344555, 4093.13, 331.60, 129.21
345555, 4097.17, 331.50, 129.58
346555, 4097.15, 331.50, 129.96
347555, 4093.12, 331.50, 130.34
348555, 4097.13, 331.60, 130.71
349555, 4093.16, 331.50, 131.09
350555, 4093.14, 331.40, 131.47
351555, 4093.12, 331.40, 131.85
352555, 4097.14, 331.50, 132.22
353555, 4093.12, 331.50, 132.60
354555, 4093.14, 331.20, 132.98
355555, 4093.15, 331.50, 133.35
356555, 4097.16, 331.30, 133.73
357555, 4093.14, 331.50, 134.11
358555, 4093.14, 331.50, 134.48
359555, 4093.14, 331.40, 134.86
360555, 4093.15, 331.50, 135.24
361555, 4093.15, 331.30, 135.62
362555, 4097.14, 331.50, 135.99
363555, 4093.14, 331.50, 136.37
364555, 4093.14, 331.40, 136.75
365555, 4093.15, 331.50, 137.12
366555, 4097.14, 331.30, 137.50
367555, 4093.15, 331.30, 137.88
368555, 4093.14, 331.50, 138.25
369555, 4093.14, 331.50, 138.63
370555, 4097.17, 331.80, 139.01
371555, 4093.13, 331.60, 139.39
372555, 4093.14, 331.60, 139.76
373555, 4097.15, 331.30, 140.14
374555, 4093.15, 331.60, 140.52
375555, 4093.13, 331.50, 140.89
376555, 4093.14, 331.40, 141.27
377555, 4093.13, 331.40, 141.65
378555, 4093.13, 331.40, 142.02
379555, 4093.13, 331.40, 142.40
380555, 4093.14, 331.50, 142.78
381555, 4093.14, 331.40, 143.15
382555, 4093.14, 331.60, 143.53
383555, 4093.14, 331.60, 143.91
384555, 4093.16, 331.40, 144.28
385555, 4093.12, 331.20, 144.66
386555, 4093.12, 331.30, 145.04
387555, 4093.14, 331.50, 145.41
388555, 4093.14, 331.40, 145.79
389555, 4093.12, 331.30, 146.17
390555, 4089.13, 331.20, 146.54
391555, 4093.14, 331.50, 146.92
392555, 4093.15, 331.20, 147.30
393555, 4089.15, 331.20, 147.67
394555, 4093.12, 331.40, 148.05
395555, 4093.13, 331.20, 148.43
396555, 4089.14, 331.40, 148.80
397555, 4093.14, 331.20, 149.18
398555, 4093.16, 331.60, 149.56
399555, 4097.14, 331.50, 149.94
400555, 4093.12, 331.40, 150.31
401555, 4093.14, 331.30, 150.69
402555, 4093.15, 331.50, 151.07
403555, 4093.15, 331.40, 151.44
404555, 4093.13, 331.50, 151.82
405555, 4093.14, 331.30, 152.20
406555, 4093.15, 331.10, 152.57
407555, 4093.11, 331.40, 152.95
408555, 4093.12, 331.40, 153.33
409555, 4089.13, 331.30, 153.70
410555, 4093.13, 331.30, 154.08
411555, 4093.12, 331.40, 154.46
412555, 4093.15, 331.40, 154.83
413555, 4093.13, 331.40, 155.21
414555, 4093.13, 331.20, 155.59
415555, 4089.12, 331.20, 155.96
416555, 4093.14, 331.40, 156.34
417555, 4089.11, 331.40, 156.72
418555, 4093.12, 331.10, 157.09
419555, 4093.12, 331.40, 157.47
420555, 4093.15, 331.40, 157.85
421555, 4093.15, 331.40, 158.22
422555, 4093.12, 331.60, 158.60
423555, 4093.13, 331.40, 158.98
424555, 4089.12, 331.30, 159.35
425555, 4093.11, 331.40, 159.73
426555, 4093.12, 331.20, 160.10
427555, 4093.14, 331.30, 160.48
428555, 4093.13, 331.20, 160.86
429555, 4093.13, 331.10, 161.23
430555, 4093.12, 331.40, 161.61
431555, 4093.15, 331.30, 161.99
432555, 4089.13, 331.00, 162.36
433555, 4093.14, 331.40, 162.74
434555, 4089.14, 331.20, 163.12
435555, 4093.11, 331.30, 163.49
436555, 4093.11, 331.20, 163.87
437555, 4089.12, 331.40, 164.25
438555, 4089.11, 331.10, 164.62
439555, 4093.14, 331.40, 165.00
440555, 4093.15, 331.20, 165.38
441555, 4089.12, 331.50, 165.75
442555, 4093.13, 331.40, 166.13
443555, 4089.12, 331.40, 166.51
444555, 4089.11, 331.20, 166.88
445555, 4093.14, 331.10, 167.26
446555, 4093.11, 331.00, 167.63
447555, 4089.12, 331.10, 168.01
448555, 4093.10, 331.20, 168.39
449555, 4089.14, 331.10, 168.76
450555, 4089.14, 331.20, 169.14
451555, 4093.11, 331.00, 169.52
452555, 4089.12, 331.50, 169.89
453555, 4089.13, 331.10, 170.27
454555, 4093.11, 331.20, 170.65
455555, 4093.14, 331.10, 171.02
456555, 4089.12, 331.20, 171.40
457555, 4089.14, 331.40, 171.77
458555, 4089.11, 331.10, 172.15
459555, 4093.12, 331.20, 172.53
460555, 4089.11, 331.20, 172.90
461555, 4089.12, 331.10, 173.28
462555, 4089.11, 331.10, 173.66
463555, 4089.14, 331.10, 174.03
464555, 4089.11, 331.10, 174.41
465555, 4093.13, 331.20, 174.78
466555, 4093.14, 331.20, 175.16
467555, 4093.11, 331.20, 175.54
468555, 4089.10, 331.30, 175.91
469555, 4093.13, 331.10, 176.29
470555, 4089.13, 331.20, 176.67
471555, 4089.13, 331.30, 177.04
472555, 4089.11, 331.20, 177.42
473555, 4089.11, 331.30, 177.79
474555, 4089.10, 331.10, 178.17
475555, 4089.11, 331.20, 178.55
476555, 4093.12, 331.40, 178.92
477555, 4089.11, 331.30, 179.30
478555, 4089.12, 331.10, 179.68
479555, 4093.14, 331.20, 180.05
480555, 4089.11, 331.20, 180.43
481555, 4089.12, 331.10, 180.80
482555, 4089.09, 331.10, 181.18
483555, 4089.11, 331.40, 181.56
484555, 4089.12, 331.10, 181.93
485555, 4089.14, 331.30, 182.31
486555, 4089.13, 330.90, 182.68
487555, 4089.11, 331.20, 183.06
488555, 4089.11, 331.40, 183.44
489555, 4089.11, 331.50, 183.81
490555, 4089.12, 331.00, 184.19
491555, 4089.12, 331.30, 184.57
492555, 4089.09, 331.10, 184.94
493555, 4089.13, 331.10, 185.32
494555, 4089.12, 330.90, 185.69
495555, 4089.10, 331.20, 186.07
496555, 4089.11, 331.10, 186.45
497555, 4089.12, 331.20, 186.82
498555, 4089.11, 331.40, 187.20
499555, 4089.12, 331.20, 187.57
500555, 4089.11, 331.20, 187.95
501555, 4085.12, 331.00, 188.33
502555, 4089.09, 331.10, 188.70
503555, 4085.14, 331.30, 189.08
504555, 4089.08, 331.10, 189.45
505555, 4089.11, 331.10, 189.83
506555, 4089.14, 331.10, 190.21
507555, 4089.12, 331.10, 190.58
508555, 4085.11, 330.90, 190.96
509555, 4089.10, 331.10, 191.33
510555, 4089.10, 331.10, 191.71
511555, 4089.11, 331.00, 192.09
512555, 4089.11, 331.20, 192.46
513555, 4089.12, 331.10, 192.84
514555, 4089.08, 331.20, 193.21
515555, 4089.12, 331.10, 193.59
516555, 4089.12, 331.20, 193.97
517555, 4089.11, 331.00, 194.34
518555, 4089.12, 331.10, 194.72
519555, 4089.08, 331.30, 195.09
520555, 4085.10, 331.10, 195.47
521555, 4085.12, 331.00, 195.85
522555, 4089.08, 331.00, 196.22
523555, 4085.12, 331.10, 196.60
524555, 4085.11, 331.30, 196.97
525555, 4089.11, 331.10, 197.35
526555, 4089.10, 331.10, 197.73
527555, 4085.10, 331.00, 198.10
528555, 4085.10, 330.90, 198.48
529555, 4085.11, 331.20, 198.85
530555, 4085.09, 331.10, 199.23
531555, 4089.10, 330.90, 199.61
532555, 4089.10, 331.10, 199.98
533555, 4089.10, 331.10, 200.36
534555, 4089.10, 331.10, 200.73
535555, 4089.10, 331.00, 201.11
536555, 4085.12, 331.00, 201.48
537555, 4085.12, 330.90, 201.86
538555, 4089.10, 331.00, 202.24
539555, 4085.11, 331.00, 202.61
540555, 4085.09, 331.00, 202.99
541555, 4085.12, 331.20, 203.36
542555, 4085.11, 330.90, 203.74
543555, 4085.12, 331.00, 204.11
544555, 4085.11, 331.00, 204.49
545555, 4085.11, 331.00, 204.87
546555, 4089.11, 331.20, 205.24
547555, 4085.10, 331.10, 205.62
548555, 4085.10, 330.80, 205.99
549555, 4085.12, 330.90, 206.37
550555, 4085.08, 331.10, 206.75
551555, 4085.11, 331.10, 207.12
552555, 4085.10, 330.90, 207.50
553555, 4085.11, 331.10, 207.87
554555, 4085.12, 331.20, 208.25
555555, 4085.10, 330.90, 208.62
556555, 4085.09, 331.00, 209.00
557555, 4089.09, 331.00, 209.38
558555, 4085.13, 331.10, 209.75
559555, 4085.10, 331.10, 210.13
560555, 4085.11, 331.00, 210.50
561555, 4089.11, 331.10, 210.88
562555, 4085.11, 331.10, 211.25
563555, 4085.09, 331.00, 211.63
564555, 4085.10, 331.00, 212.01
565555, 4085.09, 331.00, 212.38
566555, 4085.10, 331.00, 212.76
567555, 4085.11, 331.10, 213.13
568555, 4089.11, 331.20, 213.51
569555, 4085.11, 330.90, 213.88
570555, 4085.10, 331.10, 214.26
571555, 4085.12, 331.00, 214.64
572555, 4085.07, 330.90, 215.01
573555, 4085.10, 330.90, 215.39
574555, 4085.08, 331.00, 215.76
575555, 4085.09, 330.80, 216.14
576555, 4085.11, 331.00, 216.51
577555, 4085.11, 331.10, 216.89
578555, 4085.09, 330.90, 217.26
579555, 4085.10, 330.80, 217.64
580555, 4085.09, 331.00, 218.02
581555, 4085.08, 331.10, 218.39
582555, 4085.10, 331.00, 218.77
583555, 4085.09, 331.00, 219.14
584555, 4085.09, 331.10, 219.52
585555, 4085.09, 331.10, 219.89
586555, 4085.10, 331.00, 220.27
587555, 4085.08, 330.80, 220.64
588555, 4085.10, 330.90, 221.02
589555, 4085.10, 331.00, 221.40
590555, 4085.11, 331.00, 221.77
591555, 4085.10, 330.80, 222.15
592555, 4085.12, 331.00, 222.52
593555, 4085.10, 330.90, 222.90
594555, 4085.09, 331.10, 223.27
595555, 4085.09, 330.90, 223.65
596555, 4085.08, 330.80, 224.02
597555, 4085.10, 331.00, 224.40
598555, 4085.09, 331.00, 224.78
599555, 4085.10, 331.10, 225.15
600555, 4085.10, 331.00, 225.53
601555, 4085.08, 330.70, 225.90
602555, 4085.09, 331.00, 226.28
603555, 4085.11, 330.90, 226.65
604555, 4085.08, 330.70, 227.03
605555, 4081.11, 331.00, 227.40
606555, 4085.10, 331.00, 227.78
607555, 4085.09, 331.00, 228.15
608555, 4085.11, 331.00, 228.53
609555, 4085.09, 330.90, 228.91
610555, 4081.11, 331.10, 229.28
611555, 4085.11, 331.10, 229.66
612555, 4085.10, 330.80, 230.03
613555, 4085.10, 330.90, 230.41
614555, 4085.09, 331.00, 230.78
615555, 4085.11, 330.90, 231.16
616555, 4081.09, 330.80, 231.53
617555, 4081.10, 330.90, 231.91
618555, 4085.10, 330.90, 232.28
619555, 4085.09, 330.70, 232.66
620555, 4085.11, 330.80, 233.03
621555, 4085.08, 330.90, 233.41
622555, 4085.08, 331.10, 233.79
623555, 4085.08, 330.80, 234.16
624555, 4085.08, 330.90, 234.54
625555, 4081.08, 330.90, 234.91
626555, 4085.07, 331.10, 235.29
627555, 4081.09, 331.10, 235.66
628555, 4081.09, 330.80, 236.04
629555, 4081.07, 330.80, 236.41
630555, 4085.10, 331.00, 236.79
631555, 4085.08, 330.80, 237.16
632555, 4085.09, 330.80, 237.54
633555, 4081.08, 330.80, 237.91
634555, 4081.09, 331.10, 238.29
635555, 4085.10, 330.80, 238.66
636555, 4085.07, 330.80, 239.04
637555, 4085.07, 330.90, 239.41
638555, 4081.09, 330.70, 239.79
639555, 4085.09, 330.90, 240.17
640555, 4081.08, 330.80, 240.54
641555, 4085.10, 330.80, 240.92
642555, 4085.09, 331.10, 241.29
643555, 4081.08, 330.80, 241.67
644555, 4085.09, 331.00, 242.04
645555, 4081.09, 331.00, 242.42
646555, 4085.08, 331.10, 242.79
647555, 4081.08, 330.90, 243.17
648555, 4081.09, 330.90, 243.54
649555, 4081.09, 331.00, 243.92
650555, 4081.10, 330.90, 244.29
651555, 4081.11, 331.00, 244.67
652555, 4081.08, 330.70, 245.04
653555, 4081.08, 331.00, 245.42
654555, 4081.07, 330.80, 245.79
655555, 4081.09, 330.90, 246.17
656555, 4081.11, 330.90, 246.54
657555, 4081.09, 330.90, 246.92
658555, 4081.08, 331.00, 247.29
659555, 4081.06, 330.60, 247.67
660555, 4081.08, 330.90, 248.04
661555, 4081.09, 330.90, 248.42
662555, 4081.07, 330.70, 248.79
663555, 4081.07, 330.70, 249.17
664555, 4081.06, 330.90, 249.54
665555, 4081.10, 330.90, 249.92
666555, 4081.06, 330.60, 250.29
667555, 4081.07, 330.90, 250.67
668555, 4081.09, 331.10, 251.04
669555, 4081.08, 330.80, 251.42
670555, 4081.07, 330.70, 251.79
671555, 4081.07, 331.00, 252.17
672555, 4081.09, 330.70, 252.54
673555, 4081.07, 330.70, 252.92
674555, 4081.10, 330.70, 253.29
675555, 4081.08, 330.80, 253.67
676555, 4081.07, 330.80, 254.04
677555, 4081.06, 330.60, 254.42
678555, 4085.10, 330.50, 254.79
679555, 4081.09, 331.00, 255.17
680555, 4081.10, 330.80, 255.54
681555, 4081.06, 330.90, 255.92
682555, 4081.08, 330.80, 256.30
683555, 4081.07, 330.70, 256.67
684555, 4081.09, 330.80, 257.05
685555, 4081.08, 330.70, 257.42
686555, 4081.08, 330.80, 257.79
687555, 4081.07, 330.80, 258.17
688555, 4081.09, 330.70, 258.54
689555, 4081.07, 330.80, 258.92
690555, 4081.07, 331.10, 259.29
691555, 4081.08, 330.90, 259.67
692555, 4081.08, 330.70, 260.04
693555, 4081.09, 330.70, 260.42
694555, 4081.06, 330.80, 260.79
695555, 4081.08, 330.70, 261.17
696555, 4077.08, 330.80, 261.54
697555, 4081.09, 330.80, 261.92
698555, 4081.08, 330.80, 262.29
699555, 4077.08, 330.70, 262.67
700555, 4081.07, 330.80, 263.04
701555, 4081.06, 330.60, 263.42
702555, 4081.08, 330.70, 263.79
703555, 4081.08, 330.70, 264.17
704555, 4077.08, 330.80, 264.54
705555, 4081.08, 330.60, 264.92
706555, 4077.08, 330.70, 265.29
707555, 4077.04, 330.80, 265.67
708555, 4077.08, 330.60, 266.04
709555, 4077.06, 330.50, 266.42
710555, 4081.08, 330.70, 266.79
711555, 4077.07, 330.90, 267.17
712555, 4081.08, 330.70, 267.54
713555, 4077.07, 330.80, 267.92
714555, 4077.09, 330.70, 268.29
715555, 4081.07, 330.80, 268.66
716555, 4077.06, 330.80, 269.04
717555, 4077.06, 330.60, 269.41
718555, 4081.06, 330.70, 269.79
719555, 4077.07, 330.90, 270.16
720555, 4077.07, 330.60, 270.54
721555, 4077.08, 330.70, 270.91
722555, 4081.07, 330.50, 271.29
723555, 4081.07, 330.80, 271.66
724555, 4077.06, 330.80, 272.04
725555, 4077.09, 330.90, 272.41
726555, 4081.07, 330.70, 272.79
727555, 4077.08, 330.80, 273.16
728555, 4081.07, 330.70, 273.54
729555, 4077.09, 330.80, 273.91
730555, 4077.09, 330.80, 274.29
731555, 4077.07, 330.50, 274.66
732555, 4077.07, 330.90, 275.03
733555, 4077.05, 330.70, 275.41
734555, 4077.08, 330.70, 275.78
735555, 4077.08, 330.70, 276.16
736555, 4077.06, 330.60, 276.53
737555, 4077.06, 330.50, 276.91
